name,category,date,value
Kathmandu,Kathmandu,2077-01-01,394
Kathmandu,Kathmandu,2077-01-01,395
Tanahun,Tanahun,2077-01-01,71
Kathmandu,Kathmandu,2077-01-01,396
Palpa,Palpa,2077-01-01,41
Tanahun,Tanahun,2077-01-01,72
Kathmandu,Kathmandu,2077-01-01,397
Kailali,Kailali,2077-01-01,63
Sarlahi,Sarlahi,2077-01-01,74
Achham,Achham,2077-01-01,17
Lalitpur,Lalitpur,2077-01-01,143
Sunsari,Sunsari,2077-01-01,89
Sunsari,Sunsari,2077-01-01,90
Sindhuli,Sindhuli,2077-01-01,16
Morang,Morang,2077-01-01,103
Mustang,Mustang,2077-01-01,4
Sindhupalchok,Sindhupalchok,2077-01-01,40
Morang,Morang,2077-01-01,104
Dhading,Dhading,2077-01-01,67
Mahottari,Mahottari,2077-01-01,66
Sindhuli,Sindhuli,2077-01-01,17
Kathmandu,Kathmandu,2077-01-01,398
Syangja,Syangja,2077-01-01,93
Kathmandu,Kathmandu,2077-01-01,399
Morang,Morang,2077-01-01,105
Siraha,Siraha,2077-01-01,81
Bhaktapur,Bhaktapur,2077-01-01,98
Morang,Morang,2077-01-01,106
Siraha,Siraha,2077-01-01,82
Kaski,Kaski,2077-01-01,155
Nuwakot,Nuwakot,2077-01-01,58
Kapilbastu,Kapilbastu,2077-01-01,30
Kathmandu,Kathmandu,2077-01-01,400
Jhapa,Jhapa,2077-01-01,104
Parsa,Parsa,2077-01-01,36
Sunsari,Sunsari,2077-01-01,91
Kavrepalanchok,Kavrepalanchok,2077-01-01,62
Rupandehi,Rupandehi,2077-01-01,132
Dang,Dang,2077-01-01,68
Kathmandu,Kathmandu,2077-01-01,401
Kaski,Kaski,2077-01-01,156
Kavrepalanchok,Kavrepalanchok,2077-01-01,63
Parbat,Parbat,2077-01-01,50
Dhanusha,Dhanusha,2077-01-01,103
Lalitpur,Lalitpur,2077-01-01,144
Siraha,Siraha,2077-01-01,83
Lamjung,Lamjung,2077-01-01,48
Bara,Bara,2077-01-01,43
Kathmandu,Kathmandu,2077-01-01,402
Sarlahi,Sarlahi,2077-01-01,75
Chitawan,Chitawan,2077-01-01,157
Lalitpur,Lalitpur,2077-01-01,145
Nawalparasi,Nawalparasi,2077-01-01,86
Gorkha,Gorkha,2077-01-01,64
Bara,Bara,2077-01-01,44
Kailali,Kailali,2077-01-01,64
Siraha,Siraha,2077-01-01,84
Gorkha,Gorkha,2077-01-01,65
Gorkha,Gorkha,2077-01-01,66
Chitawan,Chitawan,2077-01-01,158
Jhapa,Jhapa,2077-01-01,105
Lalitpur,Lalitpur,2077-01-01,146
Sankhuwasabha,Sankhuwasabha,2077-01-01,6
Baglung,Baglung,2077-01-01,40
Baglung,Baglung,2077-01-01,41
Kathmandu,Kathmandu,2077-01-01,403
Kaski,Kaski,2077-01-01,157
Morang,Morang,2077-01-01,107
Rautahat,Rautahat,2077-01-01,51
Lalitpur,Lalitpur,2077-01-01,147
Lalitpur,Lalitpur,2077-01-01,148
Bhaktapur,Bhaktapur,2077-01-01,99
Jhapa,Jhapa,2077-01-01,106
Sunsari,Sunsari,2077-01-01,92
Chitawan,Chitawan,2077-01-01,159
Rupandehi,Rupandehi,2077-01-01,133
Rupandehi,Rupandehi,2077-01-01,134
Rautahat,Rautahat,2077-01-01,52
Jhapa,Jhapa,2077-01-01,107
Bhaktapur,Bhaktapur,2077-01-01,100
Parsa,Parsa,2077-01-01,37
Taplejung,Taplejung,2077-01-01,11
Jhapa,Jhapa,2077-01-01,108
Kanchanpur,Kanchanpur,2077-01-01,43
Kanchanpur,Kanchanpur,2077-01-01,44
Udayapur,Udayapur,2077-01-01,18
Bhaktapur,Bhaktapur,2077-01-01,101
Bhaktapur,Bhaktapur,2077-01-01,102
Sunsari,Sunsari,2077-01-01,93
Syangja,Syangja,2077-01-01,94
Sunsari,Sunsari,2077-01-01,94
Kathmandu,Kathmandu,2077-01-01,404
Dhading,Dhading,2077-01-01,68
Dhading,Dhading,2077-01-01,69
Nawalparasi,Nawalparasi,2077-01-01,87
Dailekh,Dailekh,2077-01-01,8
Kavrepalanchok,Kavrepalanchok,2077-01-01,64
Dhading,Dhading,2077-01-01,70
Jhapa,Jhapa,2077-01-01,109
Solukhumbu,Solukhumbu,2077-01-01,15
Bhaktapur,Bhaktapur,2077-01-01,103
Bhaktapur,Bhaktapur,2077-01-01,104
Kathmandu,Kathmandu,2077-01-01,405
Jhapa,Jhapa,2077-01-01,110
Rupandehi,Rupandehi,2077-01-01,135
Sindhupalchok,Sindhupalchok,2077-01-01,41
Kathmandu,Kathmandu,2077-01-01,406
Sarlahi,Sarlahi,2077-01-01,76
Sarlahi,Sarlahi,2077-01-01,77
Kavrepalanchok,Kavrepalanchok,2077-01-01,65
Rupandehi,Rupandehi,2077-01-01,136
Dhankuta,Dhankuta,2077-01-01,14
Solukhumbu,Solukhumbu,2077-01-01,16
Mahottari,Mahottari,2077-01-01,67
Sunsari,Sunsari,2077-01-01,95
Dhading,Dhading,2077-01-01,71
Kaski,Kaski,2077-01-01,158
Rautahat,Rautahat,2077-01-01,53
Kathmandu,Kathmandu,2077-01-01,407
Bhaktapur,Bhaktapur,2077-01-01,105
Jhapa,Jhapa,2077-01-01,111
Kathmandu,Kathmandu,2077-01-01,408
Dang,Dang,2077-01-01,69
Rautahat,Rautahat,2077-01-01,54
Solukhumbu,Solukhumbu,2077-01-01,17
Palpa,Palpa,2077-01-01,42
Nawalparasi,Nawalparasi,2077-01-01,88
Jhapa,Jhapa,2077-01-01,112
Dolakha,Dolakha,2077-01-01,33
Rautahat,Rautahat,2077-01-01,55
Kathmandu,Kathmandu,2077-01-01,409
Kathmandu,Kathmandu,2077-01-01,410
Ramechhap,Ramechhap,2077-01-01,35
Baglung,Baglung,2077-01-01,42
Dang,Dang,2077-01-01,70
Kathmandu,Kathmandu,2077-01-01,411
Chitawan,Chitawan,2077-01-01,160
Kathmandu,Kathmandu,2077-01-01,412
Makwanpur,Makwanpur,2077-01-01,57
Khotang,Khotang,2077-01-01,19
Kathmandu,Kathmandu,2077-01-01,413
Bara,Bara,2077-01-01,45
Bara,Bara,2077-01-01,46
Mahottari,Mahottari,2077-01-01,68
Lalitpur,Lalitpur,2077-01-01,149
Sarlahi,Sarlahi,2077-01-01,78
Bhaktapur,Bhaktapur,2077-01-01,106
Dolakha,Dolakha,2077-01-01,34
Rupandehi,Rupandehi,2077-01-01,137
Kathmandu,Kathmandu,2077-01-01,414
Mahottari,Mahottari,2077-01-01,69
Kavrepalanchok,Kavrepalanchok,2077-01-01,66
Gulmi,Gulmi,2077-01-01,62
Banke,Banke,2077-01-01,23
Syangja,Syangja,2077-01-01,95
Banke,Banke,2077-01-01,24
Bhaktapur,Bhaktapur,2077-01-01,107
Kathmandu,Kathmandu,2077-01-01,415
Lalitpur,Lalitpur,2077-01-01,150
Siraha,Siraha,2077-01-01,85
Lalitpur,Lalitpur,2077-01-01,151
Kathmandu,Kathmandu,2077-01-01,416
Nuwakot,Nuwakot,2077-01-01,59
Parbat,Parbat,2077-01-01,51
Kavrepalanchok,Kavrepalanchok,2077-01-01,67
Lalitpur,Lalitpur,2077-01-01,152
Myagdi,Myagdi,2077-01-01,11
Baglung,Baglung,2077-01-01,43
Saptari,Saptari,2077-01-01,87
Sarlahi,Sarlahi,2077-01-01,79
Nuwakot,Nuwakot,2077-01-01,60
Dhanusha,Dhanusha,2077-01-01,104
Bhaktapur,Bhaktapur,2077-01-01,108
Bhaktapur,Bhaktapur,2077-01-01,109
Dhanusha,Dhanusha,2077-01-01,105
Dhanusha,Dhanusha,2077-01-01,106
Jhapa,Jhapa,2077-01-01,113
Gorkha,Gorkha,2077-01-01,67
Kanchanpur,Kanchanpur,2077-01-01,45
Tanahun,Tanahun,2077-01-01,73
Kathmandu,Kathmandu,2077-01-01,417
Dhankuta,Dhankuta,2077-01-01,15
Arghakhanchi,Arghakhanchi,2077-01-01,60
Kaski,Kaski,2077-01-01,159
Nuwakot,Nuwakot,2077-01-01,61
Parbat,Parbat,2077-01-01,52
Khotang,Khotang,2077-01-01,20
Parbat,Parbat,2077-01-01,53
Kathmandu,Kathmandu,2077-01-01,418
Kathmandu,Kathmandu,2077-01-01,419
Kathmandu,Kathmandu,2077-01-01,420
Nuwakot,Nuwakot,2077-01-01,62
Rasuwa,Rasuwa,2077-01-01,7
Bhaktapur,Bhaktapur,2077-01-01,110
Bhaktapur,Bhaktapur,2077-01-01,111
Saptari,Saptari,2077-01-01,88
Rupandehi,Rupandehi,2077-01-01,138
Palpa,Palpa,2077-01-01,43
Kathmandu,Kathmandu,2077-01-01,421
Bhaktapur,Bhaktapur,2077-01-01,112
Rupandehi,Rupandehi,2077-01-01,139
Bhaktapur,Bhaktapur,2077-01-01,113
Lalitpur,Lalitpur,2077-01-01,153
Lalitpur,Lalitpur,2077-01-01,154
Rupandehi,Rupandehi,2077-01-01,140
Jhapa,Jhapa,2077-01-01,114
Mahottari,Mahottari,2077-01-01,70
Udayapur,Udayapur,2077-01-01,19
Gorkha,Gorkha,2077-01-01,68
Baitadi,Baitadi,2077-01-01,15
Rautahat,Rautahat,2077-01-01,56
Sarlahi,Sarlahi,2077-01-01,80
Nawalparasi,Nawalparasi,2077-01-01,89
Jhapa,Jhapa,2077-01-01,115
Baitadi,Baitadi,2077-01-01,16
Parbat,Parbat,2077-01-01,54
Tanahun,Tanahun,2077-01-01,74
Kathmandu,Kathmandu,2077-01-01,422
Dang,Dang,2077-01-01,71
Bhaktapur,Bhaktapur,2077-01-01,114
Surkhet,Surkhet,2077-01-01,16
Pyuthan,Pyuthan,2077-01-01,24
Rupandehi,Rupandehi,2077-01-01,141
Parsa,Parsa,2077-01-01,38
Parsa,Parsa,2077-01-01,39
Rupandehi,Rupandehi,2077-01-01,142
Jajarkot,Jajarkot,2077-01-01,9
Kathmandu,Kathmandu,2077-01-01,423
Chitawan,Chitawan,2077-01-01,161
Sarlahi,Sarlahi,2077-01-01,81
Sindhuli,Sindhuli,2077-01-01,18
Sindhuli,Sindhuli,2077-01-01,19
Jhapa,Jhapa,2077-01-01,116
Kathmandu,Kathmandu,2077-01-01,424
Mahottari,Mahottari,2077-01-01,71
Kapilbastu,Kapilbastu,2077-01-01,31
Kaski,Kaski,2077-01-01,160
Dhading,Dhading,2077-01-01,72
Lalitpur,Lalitpur,2077-01-01,155
Kathmandu,Kathmandu,2077-01-01,425
Lalitpur,Lalitpur,2077-01-01,156
Pyuthan,Pyuthan,2077-01-01,25
Gulmi,Gulmi,2077-01-01,63
Mahottari,Mahottari,2077-01-01,72
Kathmandu,Kathmandu,2077-01-01,426
Bardiya,Bardiya,2077-01-01,23
Arghakhanchi,Arghakhanchi,2077-01-01,61
Kapilbastu,Kapilbastu,2077-01-01,32
Kaski,Kaski,2077-01-01,161
Surkhet,Surkhet,2077-01-01,17
Rupandehi,Rupandehi,2077-01-01,143
Jhapa,Jhapa,2077-01-01,117
Kathmandu,Kathmandu,2077-01-01,427
Dolakha,Dolakha,2077-01-01,35
Kathmandu,Kathmandu,2077-01-01,428
Sindhupalchok,Sindhupalchok,2077-01-01,42
Kathmandu,Kathmandu,2077-01-01,429
Bhojpur,Bhojpur,2077-01-01,10
Rautahat,Rautahat,2077-01-01,57
Bhaktapur,Bhaktapur,2077-01-01,115
Makwanpur,Makwanpur,2077-01-01,58
Makwanpur,Makwanpur,2077-01-01,59
Dhanusha,Dhanusha,2077-01-01,107
Bhojpur,Bhojpur,2077-01-01,11
Mahottari,Mahottari,2077-01-01,73
Nawalparasi,Nawalparasi,2077-01-01,90
Kathmandu,Kathmandu,2077-01-01,430
Dhanusha,Dhanusha,2077-01-01,108
Kailali,Kailali,2077-01-01,65
Rupandehi,Rupandehi,2077-01-01,144
Bhaktapur,Bhaktapur,2077-01-01,116
Saptari,Saptari,2077-01-01,89
Myagdi,Myagdi,2077-01-01,12
Parsa,Parsa,2077-01-01,40
Syangja,Syangja,2077-01-01,96
Lamjung,Lamjung,2077-01-01,49
Rupandehi,Rupandehi,2077-01-01,145
Kathmandu,Kathmandu,2077-01-01,431
Kathmandu,Kathmandu,2077-01-01,432
Kavrepalanchok,Kavrepalanchok,2077-01-01,68
Kailali,Kailali,2077-01-01,66
Dang,Dang,2077-01-01,72
Sindhupalchok,Sindhupalchok,2077-01-01,43
Bhaktapur,Bhaktapur,2077-01-01,117
Arghakhanchi,Arghakhanchi,2077-01-01,62
Baitadi,Baitadi,2077-01-01,17
Kathmandu,Kathmandu,2077-01-01,433
Dhading,Dhading,2077-01-01,73
Syangja,Syangja,2077-01-01,97
Ramechhap,Ramechhap,2077-01-01,36
Sindhuli,Sindhuli,2077-01-01,20
Morang,Morang,2077-01-01,108
Rupandehi,Rupandehi,2077-01-01,146
Kathmandu,Kathmandu,2077-01-01,434
Baglung,Baglung,2077-01-01,44
Kathmandu,Kathmandu,2077-01-01,435
Rautahat,Rautahat,2077-01-01,58
Jhapa,Jhapa,2077-01-01,118
Rupandehi,Rupandehi,2077-01-01,147
Kathmandu,Kathmandu,2077-01-01,436
Chitawan,Chitawan,2077-01-01,162
Gulmi,Gulmi,2077-01-01,64
Dhanusha,Dhanusha,2077-01-01,109
Gulmi,Gulmi,2077-01-01,65
Ramechhap,Ramechhap,2077-01-01,37
Kaski,Kaski,2077-01-01,162
Chitawan,Chitawan,2077-01-01,163
Kathmandu,Kathmandu,2077-01-01,437
Nawalparasi,Nawalparasi,2077-01-01,91
Nawalparasi,Nawalparasi,2077-01-01,92
Myagdi,Myagdi,2077-01-01,13
Banke,Banke,2077-01-01,25
Banke,Banke,2077-01-01,26
Jumla,Jumla,2077-01-01,11
Bhaktapur,Bhaktapur,2077-01-01,118
Ramechhap,Ramechhap,2077-01-01,38
Nawalparasi,Nawalparasi,2077-01-01,93
Gorkha,Gorkha,2077-01-01,69
Saptari,Saptari,2077-01-01,90
Jhapa,Jhapa,2077-01-01,119
Jhapa,Jhapa,2077-01-01,120
Jhapa,Jhapa,2077-01-01,121
Achham,Achham,2077-01-01,18
Achham,Achham,2077-01-01,19
Kaski,Kaski,2077-01-01,163
Kathmandu,Kathmandu,2077-01-01,438
Dang,Dang,2077-01-01,73
Surkhet,Surkhet,2077-01-01,18
Syangja,Syangja,2077-01-01,98
Syangja,Syangja,2077-01-01,99
Saptari,Saptari,2077-01-01,91
Baglung,Baglung,2077-01-01,45
Lalitpur,Lalitpur,2077-01-01,157
Kathmandu,Kathmandu,2077-01-01,439
Kathmandu,Kathmandu,2077-01-01,440
Panchthar,Panchthar,2077-01-01,12
Siraha,Siraha,2077-01-01,86
Siraha,Siraha,2077-01-01,87
Ilam,Ilam,2077-01-01,17
Parbat,Parbat,2077-01-01,55
Bara,Bara,2077-01-01,47
Sindhupalchok,Sindhupalchok,2077-01-01,44
Kathmandu,Kathmandu,2077-01-01,441
Bhaktapur,Bhaktapur,2077-01-01,119
Bhaktapur,Bhaktapur,2077-01-01,120
Okhaldhunga,Okhaldhunga,2077-01-01,20
Jumla,Jumla,2077-01-01,12
Kavrepalanchok,Kavrepalanchok,2077-01-01,69
Dhanusha,Dhanusha,2077-01-01,110
Kathmandu,Kathmandu,2077-01-01,442
Udayapur,Udayapur,2077-01-01,20
Kathmandu,Kathmandu,2077-01-01,443
Okhaldhunga,Okhaldhunga,2077-01-01,21
Bajhang,Bajhang,2077-01-01,10
Bajhang,Bajhang,2077-01-01,11
Chitawan,Chitawan,2077-01-01,164
Kavrepalanchok,Kavrepalanchok,2077-01-01,70
Gorkha,Gorkha,2077-01-01,70
Surkhet,Surkhet,2077-01-01,19
Morang,Morang,2077-01-01,109
Kavrepalanchok,Kavrepalanchok,2077-01-01,71
Lalitpur,Lalitpur,2077-01-01,158
Rupandehi,Rupandehi,2077-01-01,148
Syangja,Syangja,2077-01-01,100
Dhanusha,Dhanusha,2077-01-01,111
Bhaktapur,Bhaktapur,2077-01-01,121
Kavrepalanchok,Kavrepalanchok,2077-01-01,72
Ilam,Ilam,2077-01-01,18
Bhaktapur,Bhaktapur,2077-01-01,122
Gorkha,Gorkha,2077-01-01,71
Bhaktapur,Bhaktapur,2077-01-01,123
Palpa,Palpa,2077-01-01,44
Dhading,Dhading,2077-01-01,74
Nawalparasi,Nawalparasi,2077-01-01,94
Saptari,Saptari,2077-01-01,92
Makwanpur,Makwanpur,2077-01-01,60
Kathmandu,Kathmandu,2077-01-01,444
Kathmandu,Kathmandu,2077-01-01,445
Chitawan,Chitawan,2077-01-01,165
Bardiya,Bardiya,2077-01-01,24
Rukum,Rukum,2077-01-01,7
Kailali,Kailali,2077-01-01,67
Kaski,Kaski,2077-01-01,164
Siraha,Siraha,2077-01-01,88
Gorkha,Gorkha,2077-01-01,72
Kathmandu,Kathmandu,2077-01-01,446
Lalitpur,Lalitpur,2077-01-01,159
Udayapur,Udayapur,2077-01-01,21
Gulmi,Gulmi,2077-01-01,66
Kathmandu,Kathmandu,2077-01-01,447
Lalitpur,Lalitpur,2077-01-01,160
Arghakhanchi,Arghakhanchi,2077-01-01,63
Rautahat,Rautahat,2077-01-01,59
Parsa,Parsa,2077-01-01,41
Kathmandu,Kathmandu,2077-01-01,448
Sarlahi,Sarlahi,2077-01-01,82
Bhaktapur,Bhaktapur,2077-01-01,124
Morang,Morang,2077-01-01,110
Sindhupalchok,Sindhupalchok,2077-01-01,45
Baglung,Baglung,2077-01-01,46
Kathmandu,Kathmandu,2077-01-01,449
Sarlahi,Sarlahi,2077-01-01,83
Dhading,Dhading,2077-01-01,75
Rupandehi,Rupandehi,2077-01-01,149
Bara,Bara,2077-01-01,48
Darchula,Darchula,2077-01-01,14
Parbat,Parbat,2077-01-01,56
Dhading,Dhading,2077-01-01,76
Banke,Banke,2077-01-01,27
Banke,Banke,2077-01-01,28
Banke,Banke,2077-01-01,29
Dhanusha,Dhanusha,2077-01-01,112
Jhapa,Jhapa,2077-01-01,122
Mugu,Mugu,2077-01-01,4
Kaski,Kaski,2077-01-01,165
Bara,Bara,2077-01-01,49
Mahottari,Mahottari,2077-01-01,74
Makwanpur,Makwanpur,2077-01-01,61
Kapilbastu,Kapilbastu,2077-01-01,33
Mahottari,Mahottari,2077-01-01,75
Kavrepalanchok,Kavrepalanchok,2077-01-01,73
Morang,Morang,2077-01-01,111
Chitawan,Chitawan,2077-01-01,166
Bhojpur,Bhojpur,2077-01-01,12
Chitawan,Chitawan,2077-01-01,167
Lalitpur,Lalitpur,2077-01-01,161
Rautahat,Rautahat,2077-01-01,60
Saptari,Saptari,2077-01-01,93
Saptari,Saptari,2077-01-01,94
Chitawan,Chitawan,2077-01-01,168
Arghakhanchi,Arghakhanchi,2077-01-01,64
Chitawan,Chitawan,2077-01-01,169
Kathmandu,Kathmandu,2077-01-01,450
Chitawan,Chitawan,2077-01-01,170
Kathmandu,Kathmandu,2077-01-01,451
Bajhang,Bajhang,2077-01-01,12
Baglung,Baglung,2077-01-01,47
Kathmandu,Kathmandu,2077-01-01,452
Chitawan,Chitawan,2077-01-01,171
Parbat,Parbat,2077-01-01,57
Rupandehi,Rupandehi,2077-01-01,150
Kathmandu,Kathmandu,2077-01-01,453
Palpa,Palpa,2077-01-01,45
Kavrepalanchok,Kavrepalanchok,2077-01-01,74
Kathmandu,Kathmandu,2077-01-01,454
Gorkha,Gorkha,2077-01-01,73
Lamjung,Lamjung,2077-01-01,50
Bhaktapur,Bhaktapur,2077-01-01,125
Sunsari,Sunsari,2077-01-01,96
Rukum,Rukum,2077-01-01,8
Taplejung,Taplejung,2077-01-01,12
Jhapa,Jhapa,2077-01-01,123
Siraha,Siraha,2077-01-01,89
Siraha,Siraha,2077-01-01,90
Parsa,Parsa,2077-01-01,42
Siraha,Siraha,2077-01-01,91
Lalitpur,Lalitpur,2077-01-01,162
Parbat,Parbat,2077-01-01,58
Rupandehi,Rupandehi,2077-01-01,151
Darchula,Darchula,2077-01-01,15
Sindhupalchok,Sindhupalchok,2077-01-01,46
Mahottari,Mahottari,2077-01-01,76
Bara,Bara,2077-01-01,50
Bara,Bara,2077-01-01,51
Lalitpur,Lalitpur,2077-01-01,163
Arghakhanchi,Arghakhanchi,2077-01-01,65
Siraha,Siraha,2077-01-01,92
Ramechhap,Ramechhap,2077-01-01,39
Rautahat,Rautahat,2077-01-01,61
Kapilbastu,Kapilbastu,2077-01-01,34
Parbat,Parbat,2077-01-01,59
Saptari,Saptari,2077-01-01,95
Saptari,Saptari,2077-01-01,96
Chitawan,Chitawan,2077-01-01,172
Lalitpur,Lalitpur,2077-01-01,164
Sarlahi,Sarlahi,2077-01-01,84
Arghakhanchi,Arghakhanchi,2077-01-01,66
Saptari,Saptari,2077-01-01,97
Morang,Morang,2077-01-01,112
Lamjung,Lamjung,2077-01-01,51
Chitawan,Chitawan,2077-01-01,173
Dolakha,Dolakha,2077-01-01,36
Nuwakot,Nuwakot,2077-01-01,63
Dadeldhura,Dadeldhura,2077-01-01,13
Sunsari,Sunsari,2077-01-01,97
Dang,Dang,2077-01-01,74
Saptari,Saptari,2077-01-01,98
Nuwakot,Nuwakot,2077-01-01,64
Nawalparasi,Nawalparasi,2077-01-01,95
Morang,Morang,2077-01-01,113
Morang,Morang,2077-01-01,114
Saptari,Saptari,2077-01-01,99
Dhanusha,Dhanusha,2077-01-01,113
Gorkha,Gorkha,2077-01-01,74
Saptari,Saptari,2077-01-01,100
Ramechhap,Ramechhap,2077-01-01,40
Kailali,Kailali,2077-01-01,68
Palpa,Palpa,2077-01-01,46
Gorkha,Gorkha,2077-01-01,75
Gulmi,Gulmi,2077-01-01,67
Dadeldhura,Dadeldhura,2077-01-01,14
Gorkha,Gorkha,2077-01-01,76
Gorkha,Gorkha,2077-01-01,77
Dadeldhura,Dadeldhura,2077-01-01,15
Dolakha,Dolakha,2077-01-01,37
Bhaktapur,Bhaktapur,2077-01-01,126
Kathmandu,Kathmandu,2077-01-01,455
Sarlahi,Sarlahi,2077-01-01,85
Baglung,Baglung,2077-01-01,48
Jhapa,Jhapa,2077-01-01,124
Rupandehi,Rupandehi,2077-01-01,152
Kathmandu,Kathmandu,2077-01-01,456
Kathmandu,Kathmandu,2077-01-01,457
Jhapa,Jhapa,2077-01-01,125
Tanahun,Tanahun,2077-01-01,75
Lalitpur,Lalitpur,2077-01-01,165
Saptari,Saptari,2077-01-01,101
Kathmandu,Kathmandu,2077-01-01,458
Chitawan,Chitawan,2077-01-01,174
Chitawan,Chitawan,2077-01-01,175
Mahottari,Mahottari,2077-01-01,77
Kathmandu,Kathmandu,2077-01-01,459
Dang,Dang,2077-01-01,75
Chitawan,Chitawan,2077-01-01,176
Kaski,Kaski,2077-01-01,166
Sankhuwasabha,Sankhuwasabha,2077-01-01,7
Ilam,Ilam,2077-01-01,19
Palpa,Palpa,2077-01-01,47
Dang,Dang,2077-01-01,76
Kathmandu,Kathmandu,2077-01-01,460
Dhading,Dhading,2077-01-01,77
Jhapa,Jhapa,2077-01-01,126
Jhapa,Jhapa,2077-01-01,127
Bhaktapur,Bhaktapur,2077-01-01,127
Nuwakot,Nuwakot,2077-01-01,65
Palpa,Palpa,2077-01-01,48
Syangja,Syangja,2077-01-01,101
Dhanusha,Dhanusha,2077-01-01,114
Makwanpur,Makwanpur,2077-01-01,62
Kathmandu,Kathmandu,2077-01-01,461
Gulmi,Gulmi,2077-01-01,68
Makwanpur,Makwanpur,2077-01-01,63
Dhanusha,Dhanusha,2077-01-01,115
Dhanusha,Dhanusha,2077-01-01,116
Dhanusha,Dhanusha,2077-01-01,117
Dhanusha,Dhanusha,2077-01-01,118
Kathmandu,Kathmandu,2077-01-01,462
Kanchanpur,Kanchanpur,2077-01-01,46
Parsa,Parsa,2077-01-01,43
Kailali,Kailali,2077-01-01,69
Mahottari,Mahottari,2077-01-01,78
Bara,Bara,2077-01-01,52
Parbat,Parbat,2077-01-01,60
Parbat,Parbat,2077-01-01,61
Mahottari,Mahottari,2077-01-01,79
Kapilbastu,Kapilbastu,2077-01-01,35
Dhading,Dhading,2077-01-01,78
Sarlahi,Sarlahi,2077-01-01,86
Kathmandu,Kathmandu,2077-01-01,463
Palpa,Palpa,2077-01-01,49
Mahottari,Mahottari,2077-01-01,80
Gorkha,Gorkha,2077-01-01,78
Bhaktapur,Bhaktapur,2077-01-01,128
Khotang,Khotang,2077-01-01,21
Rukum,Rukum,2077-01-01,9
Rukum,Rukum,2077-01-01,10
Gulmi,Gulmi,2077-01-01,69
Unknown,Unknown,2077-01-01,4
Mahottari,Mahottari,2077-01-01,81
Kathmandu,Kathmandu,2077-01-01,464
Kathmandu,Kathmandu,2077-01-01,465
Mahottari,Mahottari,2077-01-01,82
Sindhuli,Sindhuli,2077-01-01,21
Kavrepalanchok,Kavrepalanchok,2077-01-01,75
Saptari,Saptari,2077-01-01,102
Makwanpur,Makwanpur,2077-01-01,64
Dhanusha,Dhanusha,2077-01-01,119
Bhaktapur,Bhaktapur,2077-01-01,129
Sarlahi,Sarlahi,2077-01-01,87
Kailali,Kailali,2077-01-01,70
Mahottari,Mahottari,2077-01-01,83
Kathmandu,Kathmandu,2077-01-01,466
Dang,Dang,2077-01-01,77
Kavrepalanchok,Kavrepalanchok,2077-01-01,76
Dolakha,Dolakha,2077-01-01,38
Jhapa,Jhapa,2077-01-01,128
Dang,Dang,2077-01-01,78
Jhapa,Jhapa,2077-01-01,129
Rupandehi,Rupandehi,2077-01-01,153
Nawalparasi,Nawalparasi,2077-01-01,96
Dolakha,Dolakha,2077-01-01,39
Dolakha,Dolakha,2077-01-01,40
Dolakha,Dolakha,2077-01-01,41
Dhanusha,Dhanusha,2077-01-01,120
Bhaktapur,Bhaktapur,2077-01-01,130
Salyan,Salyan,2077-01-01,6
Rautahat,Rautahat,2077-01-01,62
Sarlahi,Sarlahi,2077-01-01,88
Bara,Bara,2077-01-01,53
Taplejung,Taplejung,2077-01-01,13
Panchthar,Panchthar,2077-01-01,13
Parbat,Parbat,2077-01-01,62
Lalitpur,Lalitpur,2077-01-01,166
Gorkha,Gorkha,2077-01-01,79
Sarlahi,Sarlahi,2077-01-01,89
Sunsari,Sunsari,2077-01-01,98
Mahottari,Mahottari,2077-01-01,84
Saptari,Saptari,2077-01-01,103
Mahottari,Mahottari,2077-01-01,85
Baglung,Baglung,2077-01-01,49
Kathmandu,Kathmandu,2077-01-01,467
Bhaktapur,Bhaktapur,2077-01-01,131
Kathmandu,Kathmandu,2077-01-01,468
Nuwakot,Nuwakot,2077-01-01,66
Saptari,Saptari,2077-01-01,104
Jhapa,Jhapa,2077-01-01,130
Taplejung,Taplejung,2077-01-01,14
Dhanusha,Dhanusha,2077-01-01,121
Mahottari,Mahottari,2077-01-01,86
Kathmandu,Kathmandu,2077-01-01,469
Mahottari,Mahottari,2077-01-01,87
Rupandehi,Rupandehi,2077-01-01,154
Mahottari,Mahottari,2077-01-01,88
Mahottari,Mahottari,2077-01-01,89
Dang,Dang,2077-01-01,79
Sunsari,Sunsari,2077-01-01,99
Rolpa,Rolpa,2077-01-01,8
Jhapa,Jhapa,2077-01-01,131
Jhapa,Jhapa,2077-01-01,132
Kanchanpur,Kanchanpur,2077-01-01,47
Chitawan,Chitawan,2077-01-01,177
Chitawan,Chitawan,2077-01-01,178
Chitawan,Chitawan,2077-01-01,179
Dolakha,Dolakha,2077-01-01,42
Sarlahi,Sarlahi,2077-01-01,90
Sunsari,Sunsari,2077-01-01,100
Salyan,Salyan,2077-01-01,7
Lalitpur,Lalitpur,2077-01-01,167
Jhapa,Jhapa,2077-01-01,133
Kathmandu,Kathmandu,2077-01-01,470
Sindhupalchok,Sindhupalchok,2077-01-01,47
Bara,Bara,2077-01-01,54
Morang,Morang,2077-01-01,115
Dang,Dang,2077-01-01,80
Makwanpur,Makwanpur,2077-01-01,65
